#{"t_start": 1772182708.7924914, "env_id": "None"}
r,l,t
23.550003,475,2650.225741
37.605007,467,2651.520459
26.419994,480,2654.478167
41.369987,449,2655.740955
39.114998,461,2656.806971
40.11501,443,2656.807017
40.1,466,2669.735023
24.159996,470,2671.271434
23.46001,464,2673.121116
41.784985,447,2673.12117
24.114985,479,2674.591028
23.905003,465,2675.812221
44.555004,441,2678.550816
39.644985,455,2680.053279
24.054993,468,2681.121705
23.300003,463,2682.138767
43.654987,456,2684.150248
37.35498,463,2685.83426
40.94001,444,2687.474836
39.720013,470,2688.741854
41.220013,445,2689.89502
44.92501,453,2691.250342
41.920002,444,2693.784858
41.500008,455,2695.446942
39.57999,462,2696.576877
23.340006,462,2697.592636
40.719997,462,2699.620247
43.70001,460,2712.241022
43.225,444,2713.792731
39.135,441,2715.086132
40.61498,469,2716.573855
22.430017,456,2717.758883
39.73,464,2720.369486
47.229996,463,2722.005987
22.94499,472,2723.23902
39.76,474,2724.278929
39.565006,463,2726.110846
39.340004,439,2727.423996
40.479977,457,2729.118422
38.749996,468,2730.48962
38.07998,471,2731.990507
40.21501,473,2733.161951
39.94503,447,2735.505251
43.49002,455,2737.25789
40.73501,451,2738.466423
47.370003,453,2739.506931
37.264996,455,2741.256525
44.719986,450,2742.514143
39.844982,469,2744.428444
39.339973,469,2745.756812
23.685,467,2756.995342
24.19498,468,2758.180848
24.129988,468,2760.469707
23.295015,464,2762.163836
39.00499,454,2763.315998
38.175014,461,2764.341325
22.750011,467,2766.301432
41.889996,453,2767.376838
40.924984,443,2769.238212
37.63,457,2770.870033
36.825012,456,2772.322889
24.470009,476,2773.73937
46.97,456,2775.808078
24.36999,465,2777.530827
43.65001,453,2778.571618
23.890007,469,2779.720894
44.700005,449,2781.651017
38.635014,478,2782.866091
23.984999,477,2784.725492
40.75501,441,2785.847785
36.549988,453,2787.357974
42.45001,473,2789.04306
23.56499,470,2802.721633
44.095005,437,2804.215001
44.809998,458,2805.380841
42.684994,454,2806.497941
24.715008,475,2808.667362
36.265003,460,2809.71698
41.57502,446,2811.593993
24.719988,464,2812.657849
43.160023,453,2814.281175
42.789993,448,2815.864764
37.83999,457,2817.994074
39.79499,465,2819.538202
42.289974,443,2820.645965
24.809998,482,2821.935581
40.734993,469,2824.010987
25.114996,478,2825.151042
38.71501,461,2826.850578
23.85001,468,2827.868998
23.674994,464,2829.47689
42.45502,446,2830.882008
37.39501,458,2833.174567
42.784985,450,2845.870527
41.355,474,2847.02593
39.355003,458,2848.230604
22.57,465,2850.581918
44.734993,455,2851.640956
40.064987,450,2853.293679
37.515003,460,2854.403902
39.91501,461,2856.122112
42.094986,444,2857.330208
44.04503,450,2859.788279
42.725,450,2861.526084
23.649988,470,2862.588063
37.59501,457,2863.782891
39.775005,449,2865.950755
45.045,449,2866.99881
42.520008,434,2868.597986
23.21,463,2869.797513
22.045004,463,2871.551988
41.77001,446,2872.585056
39.964996,472,2875.099069
23.754995,468,2876.790193
24.139977,473,2876.790239
39.909992,462,2877.930928
38.77999,444,2891.877858
45.60501,449,2891.877905
43.309982,438,2893.450921
38.180004,454,2894.877985
38.344967,455,2896.644915
24.184996,471,2897.833938
23.370003,470,2900.600031
43.435,439,2902.046939
22.980007,462,2903.275113
37.834988,461,2904.396123
40.175007,447,2906.144624
38.050007,452,2907.20208
23.869995,467,2908.883094
23.954996,470,2910.274887
42.520016,452,2911.844924
38.100014,459,2913.137067
38.789997,463,2915.956725
37.825012,441,2917.35907
24.50999,476,2918.492829
45.734993,446,2919.544726
40.835007,432,2920.983433
23.144985,474,2922.541769
38.545006,457,2923.950864
37.699986,458,2936.332368
40.334988,469,2938.125836
22.605,455,2939.265833
39.64001,459,2942.108494
38.94497,463,2943.614971
43.77003,447,2944.641986
36.17002,456,2945.681312
25.09,478,2947.689616
38.620007,462,2949.006324
46.319977,456,2950.524647
24.495008,480,2952.223708
43.85499,446,2953.498826
38.939995,470,2954.942922
43.18998,455,2957.56721
38.33498,449,2958.94721
44.759995,454,2960.042782
36.48,458,2961.061556
23.345018,465,2963.120178
39.44502,437,2964.164837
39.725,446,2965.669251
40.625027,444,2967.26788
38.569996,464,2968.748638
22.555004,466,2970.102968
39.58501,464,2984.586983
45.72501,444,2985.87067
38.23001,457,2987.012816
23.47,470,2988.04767
45.915005,443,2990.010263
24.714989,473,2991.319992
37.905025,441,2992.504441
38.370007,461,2994.544605
23.789988,471,2996.261155
37.440002,453,2997.451235
41.20999,443,3000.504086
45.470016,447,3001.650552
23.969994,485,3002.667174
24.544998,479,3004.025
38.565002,452,3005.651102
24.204992,481,3007.244891
37.724995,463,3008.262766
38.135,437,3009.903192
42.649994,439,3011.579056
21.799992,467,3013.12323
44.47001,456,3028.011028
43.08001,446,3029.082591
44.809998,450,3030.137181
37.855,458,3031.560228
23.989992,472,3033.314145
36.56002,452,3034.721427
23.374994,470,3035.917102
22.865005,469,3037.577889
40.645,447,3039.015451
37.24499,455,3040.596131
41.71501,450,3043.056616
42.124992,455,3044.175986
42.344994,472,3045.28786
23.929998,481,3046.920877
36.574993,448,3048.25927
24.025002,473,3049.936845
41.95,466,3051.058148
23.33999,466,3052.686708
41.034992,452,3053.94888
38.765003,448,3055.437901
39.755035,469,3058.04549
37.89,461,3059.147203
23.884993,469,3060.383958
24.674994,483,3073.913166
38.015003,462,3075.049515
42.06498,465,3076.937958
24.97999,479,3077.965597
38.724987,461,3079.450971
22.590004,463,3080.705184
38.819996,466,3082.246281
40.115017,463,3084.889493
39.15999,456,3085.906911
40.19502,466,3087.242109
46.524998,450,3088.968018
23.900005,479,3090.153987
21.55001,460,3091.980698
22.98001,467,3093.094944
37.145008,461,3094.570055
37.754997,455,3095.772971
45.200016,449,3097.306142
22.694996,462,3100.226209
40.77999,471,3101.320107
43.120007,447,3102.402899
40.134983,466,3104.376898
43.270016,457,3105.450574
22.215,451,3107.172463
23.979988,470,3119.137287
23.614998,470,3120.861179
37.529995,465,3122.055093
47.475,455,3123.55758
40.07496,462,3126.777716
43.090027,461,3127.86285
23.835,477,3128.88658
40.465004,459,3130.836577
38.155,459,3131.953758
23.04001,462,3133.841203
38.644993,461,3134.935127
40.519997,446,3136.430948
23.23999,469,3137.881412
38.279995,463,3139.274862
43.570007,449,3142.451043
41.945004,450,3143.520939
38.80498,461,3144.650889
40.82,473,3146.726332
24.929987,480,3147.86846
22.53501,466,3149.599977
21.670008,467,3150.712239
40.025005,454,3152.000617
40.14998,437,3153.205587
44.984997,458,3166.822999
47.920017,449,3169.836734
23.665012,478,3171.252809
23.619997,476,3172.341274
22.934998,471,3174.444067
40.295,461,3175.501401
45.635,437,3176.915351
38.239967,460,3178.283244
40.26999,447,3179.411958
37.049995,455,3180.688052
41.309998,440,3182.104975
38.705013,467,3185.17232
40.954964,445,3186.300744
39.949993,463,3187.592075
37.000004,460,3189.55051
38.505005,456,3190.566884
37.574993,454,3192.013771
22.630003,465,3193.516886
38.015,456,3194.547879
24.219992,473,3196.066967
40.685,463,3197.414529
43.449997,437,3211.650738
37.004986,456,3213.085693
23.160002,467,3214.496209
37.905003,453,3216.350288
37.04499,453,3217.36769
22.15499,464,3218.835608
42.984993,442,3220.105925
23.425,474,3221.440959
23.789995,468,3222.908133
40.950016,460,3224.128911
37.170025,462,3227.033621
36.555016,447,3228.232076
42.175014,449,3229.672699
23.319992,467,3231.702598
24.074995,477,3232.787792
44.965008,452,3233.979704
45.070015,457,3235.340873
23.905003,475,3236.893091
36.974995,457,3238.387426
39.944996,477,3238.387469
22.835001,462,3241.209554
22.730003,473,3242.498891
23.235004,465,3243.848817
41.060013,437,3256.569914
40.760002,469,3258.077698
37.47002,455,3259.159395
36.32499,451,3260.435857
41.109993,463,3262.06131
41.46,449,3263.373853
22.160007,460,3264.488925
38.200012,437,3267.193147
22.914995,464,3268.808899
25.14499,482,3270.437299
41.545025,444,3271.62409
41.33001,442,3273.170025
23.169996,463,3274.305866
23.830002,459,3275.674928
22.939993,467,3277.483371
23.055004,469,3278.839943
38.654987,460,3279.860853
23.229998,468,3282.521492
41.414978,442,3283.827826
37.814995,454,3285.496897
22.385002,460,3286.804846
41.99997,435,3288.010051
43.62998,452,3289.385223
39.174988,458,3302.870262
24.274998,478,3304.98893
23.43,468,3306.25507
23.704992,477,3307.382104
23.790009,475,3310.187135
38.300003,468,3311.429816
42.024998,436,3312.75815
43.055016,447,3314.51
24.604979,475,3315.572206
37.31501,455,3316.949916
21.865011,460,3318.326632
37.96501,465,3320.454098
39.135002,462,3321.634007
24.959988,474,3322.885295
39.080025,463,3325.478885
24.490007,478,3326.877573
43.815018,454,3327.936064
42.84002,448,3329.636138
22.71501,463,3330.836428
42.675,439,3331.9269
37.48,454,3333.51642
38.104992,456,3348.195722
37.610004,457,3349.411175
24.374994,469,3350.826962
25.415,485,3353.588636
42.374996,455,3354.750486
23.554998,477,3355.902882
43.08498,450,3357.305568
40.435005,441,3358.512811
23.034998,467,3359.712184
39.099983,466,3361.427931
43.390007,445,3363.261765
37.16501,451,3364.527914
25.614985,486,3366.247739
40.664993,441,3368.549844
23.160004,472,3370.032912
38.224995,459,3371.059978
24.315004,478,3372.792002
23.104998,466,3373.881634
40.945007,451,3374.918976
43.664993,453,3376.669207
42.259995,457,3378.976142
23.954992,486,3380.016984
47.55999,457,3382.511545
41.330006,446,3396.214295
41.934986,439,3397.753267
38.299976,470,3399.095595
37.96499,462,3400.760678
38.54499,464,3401.869764
40.35503,471,3402.966694
24.399992,476,3404.807904
38.29501,454,3406.690667
38.694996,462,3407.804314
23.624994,474,3409.776486
39.99499,442,3411.471407
22.665005,460,3413.215908
43.459995,454,3414.525935
46.285,453,3416.047682
23.34001,466,3417.280698
39.335,458,3418.308529
40.844986,462,3420.080911
38.659973,461,3421.989908
23.154997,475,3423.24596
44.070023,444,3424.869993
43.780018,440,3426.481133
36.83999,457,3440.349671
43.41,455,3441.664809
22.07999,475,3443.594904
39.33001,458,3444.676733
23.675001,467,3445.750948
37.105,447,3447.452713
42.749996,442,3449.366291
41.80001,445,3450.682877
37.034985,456,3452.375533
22.775005,468,3454.213506
38.09997,456,3456.301674
25.604992,483,3457.336589
39.61498,435,3458.794056
23.73001,473,3460.294802
23.225002,473,3461.385268
41.719997,439,3462.609587
41.719997,435,3464.588742
45.61502,453,3466.087623
36.295017,453,3467.769512
37.695004,454,3469.599833
39.920002,456,3471.792856
23.664999,475,3473.065743
38.605007,463,3474.428727
40.13499,439,3475.655344
43.459995,439,3487.584762
25.074997,473,3489.374741
43.469986,442,3490.927039
36.235004,457,3492.643571
39.235,452,3494.364494
23.33501,461,3496.248723
22.45,463,3498.374731
38.38,466,3499.594594
22.585003,475,3501.041466
25.134987,477,3502.313408
23.12,473,3503.350641
47.08501,447,3504.695678
38.379986,454,3506.266145
38.024982,460,3508.007201
37.445,464,3509.764873
38.420006,461,3511.619496
38.09501,453,3513.676589
44.36497,449,3514.894507
43.320023,448,3516.419965
40.854996,440,3517.579481
39.069977,462,3518.847486
37.510006,452,3520.031163
23.135004,484,3533.371176
43.82999,449,3534.764941
43.850018,455,3536.586649
38.539997,459,3538.543772
41.609997,462,3540.644743
39.815,464,3541.864401
48.215004,451,3543.181503
24.445013,481,3544.769869
25.315,480,3546.010638
39.745014,461,3546.010692
42.235,448,3547.797546
46.78,453,3549.213903
24.14999,471,3551.236264
36.309982,443,3552.831886
40.520016,469,3555.138342
40.895,465,3556.317967
24.720009,476,3557.762926
23.730003,465,3559.099555
42.470005,443,3560.136308
46.064995,446,3561.175508
23.429998,470,3563.20363
24.409998,472,3564.708641
47.409973,447,3577.94872
25.840008,486,3580.107371
36.08,451,3581.973632
37.22001,451,3583.15899
39.915012,458,3584.770808
44.005005,441,3586.020788
37.64499,452,3587.185003
41.749985,466,3588.297828
46.310005,452,3590.186788
44.170002,454,3591.698963
22.46,474,3593.713893
23.18501,472,3595.705574
38.390015,441,3597.446924
23.595003,465,3598.51039
38.355003,458,3600.098483
39.05998,459,3601.286856
43.070004,437,3602.333724
40.140003,464,3603.497571
21.770008,460,3605.54846
38.85501,454,3606.95706
39.290005,456,3608.839526
37.710022,459,3623.005564
23.689993,466,3624.994977
24.62,473,3626.126276
23.800007,472,3627.708938
43.625004,441,3628.794663
23.455,467,3629.83997
23.300003,465,3630.867857
41.835007,441,3632.795786
38.995,460,3634.375965
21.085009,455,3636.186412
39.639973,460,3638.232709
39.41501,464,3640.039277
23.185,471,3641.266778
39.885014,464,3642.836596
23.309994,459,3643.874536
36.774998,455,3644.921678
23.89999,466,3645.994958
43.670002,445,3647.611796
39.945034,466,3649.496572
39.86499,458,3651.237576
24.810001,477,3653.600274
43.999985,441,3654.983147
40.635044,469,3668.644086
39.725002,461,3670.073583
38.88499,463,3671.136331
22.615013,464,3672.191322
38.96001,464,3673.273263
24.959991,472,3675.088225
39.684998,459,3676.826421
25.17,476,3678.74691
38.970005,444,3680.700248
23.814993,481,3682.551768
37.33999,449,3683.701202
47.62,453,3685.219283
22.990005,473,3686.513207
23.485004,470,3687.540647
38.09499,464,3688.563682
23.71001,482,3690.585822
24.474983,472,3692.198553
23.435,467,3694.126879
43.52501,448,3695.85245
44.625004,453,3697.751999
38.185,458,3698.947743
44.064995,445,3700.314826
42.680008,438,3701.508861
44.87,450,3702.6257
38.205,461,3703.686621
23.734995,467,3717.302537
38.049995,453,3718.723305
22.470009,460,3720.747552
35.02499,459,3722.53295
23.31,472,3724.637658
41.035007,470,3725.83069
42.83505,439,3726.850438
47.945007,450,3728.159553
43.594986,443,3729.223052
24.469994,465,3730.507811
23.685,467,3732.734574
24.86,477,3734.318789
40.484978,459,3736.13636
42.684998,454,3737.883399
25.199997,482,3740.500522
23.654997,469,3741.659478
23.954996,477,3742.827696
44.48498,447,3743.933875
42.009987,442,3744.96067
39.13002,463,3746.915848
37.35999,455,3749.177619
23.790003,482,3763.618642
24.21501,469,3765.285317
41.39001,475,3767.044408
42.005016,454,3769.476459
43.63001,450,3770.503551
24.184996,467,3771.544607
38.29,465,3772.762325
23.899994,470,3773.813773
41.98502,443,3775.060301
23.999998,473,3777.440305
25.215002,484,3779.558594
45.454994,452,3780.809039
40.600002,472,3782.815715
44.250015,439,3784.747807
40.754993,458,3785.898146
41.699986,467,3786.971729
22.84499,463,3788.229613
38.829994,468,3789.252884
24.685005,470,3790.61783
43.465023,444,3792.936435
41.680004,441,3795.276042
24.465015,471,3796.351885
41.780003,439,3810.334406
41.004986,465,3812.676701
35.745007,449,3813.756544
40.35997,466,3814.873441
39.184986,462,3816.178438
23.660006,467,3817.215547
43.220024,444,3818.309498
23.204996,474,3820.873073
44.495,443,3822.733108
38.774998,454,3823.938491
45.260014,444,3825.736586
39.739986,442,3828.214024
23.399998,460,3829.230849
39.889988,460,3830.310589
41.985,450,3831.70191
39.224983,463,3832.780694
45.864986,453,3833.810951
39.399994,447,3836.288089
42.38,442,3838.074323
22.290007,461,3839.476923
40.29501,462,3841.144587
43.66498,440,3854.628928
41.129974,449,3855.712122
24.269997,465,3856.907456
37.37,463,3858.210634
44.069996,453,3858.210678
24.844984,474,3859.441959
23.080002,464,3861.695676
39.180004,453,3863.367486
23.775003,481,3865.129883
24.18,474,3866.788317
42.454983,445,3868.688634
23.68999,466,3869.815608
41.370007,441,3871.197702
23.91501,469,3871.197749
39.029995,455,3872.343091
38.150005,458,3873.594574
38.42999,469,3876.076996
38.00999,463,3877.65922
22.374992,464,3879.513128
42.01999,441,3880.955863
39.880013,460,3883.231852
35.22501,451,3884.275723
38.47499,454,3885.660227
39.305004,450,3886.76958
24.509995,471,3887.855516
38.245,465,3889.258521
46.67502,458,3902.6656
42.16499,454,3904.268637
37.444996,464,3906.247658
36.945,459,3907.575643
39.389988,460,3909.877555
23.294998,470,3911.021645
39.459984,444,3912.226501
24.259989,459,3913.293264
42.70502,437,3914.620303
23.659986,474,3915.657731
25.599987,488,3918.580836
37.325,465,3919.844643
38.840004,468,3921.811574
40.215015,468,3923.221807
43.359985,439,3924.99878
42.160004,443,3926.470537
25.934992,477,3927.560185
25.33999,476,3928.790603
22.685001,475,3930.203506
25.344986,480,3931.230554
45.43504,451,3944.665531
39.674995,452,3945.966218
45.815018,457,3948.118479
38.55498,456,3949.475298
23.45499,466,3951.428411
42.19001,447,3952.758461
37.7,448,3953.859531
22.785007,467,3955.340353
39.88999,445,3956.492936
41.74501,451,3957.567564
24.044996,475,3960.590707
39.00002,460,3961.713501
39.694984,468,3963.781788
39.475002,459,3964.991529
42.069984,447,3966.771286
23.899986,474,3968.315843
25.585001,472,3969.385823
40.009995,442,3970.485625
43.970028,447,3971.669391
39.099995,455,3972.849196
38.51001,459,3976.000345
24.560017,472,3977.023711
39.259995,446,3991.628411
40.729996,468,3993.094647
43.639996,443,3994.594501
44.535023,444,3996.172232
41.71498,439,3997.292066
37.139984,455,3998.379241
24.10001,467,3999.794498
25.224993,484,4001.220321
39.665005,469,4004.098154
23.819998,471,4005.144819
42.070007,472,4007.066651
23.334997,467,4008.464589
24.144983,475,4010.078386
42.834984,447,4011.504395
38.76,461,4012.541634
44.760002,455,4013.672537
38.814976,454,4015.004474
40.620007,471,4016.519477
38.375023,458,4019.271816
38.745026,460,4020.331605
23.914997,464,4022.205528
39.274998,469,4023.728453
41.329987,472,4037.301315
39.255,447,4038.411448
38.55498,454,4039.49559
39.42998,460,4040.653607
44.41496,439,4041.84968
38.925003,446,4043.472267
37.405018,450,4046.287668
23.165,472,4047.598698
37.150013,461,4049.498736
22.589989,460,4050.955261
40.500015,462,4052.60077
22.404999,464,4053.74951
38.015,459,4054.807349
39.785,463,4056.068585
41.99498,453,4057.15027
35.89997,436,4058.634162
38.565,454,4062.185284
24.079992,475,4063.746582
22.379997,463,4065.495479
44.645027,456,4066.90362
36.200012,437,4068.549197
37.095013,453,4069.663398
22.670008,467,4070.679526
38.36998,464,4072.088575
38.719986,456,4072.088777
22.70999,464,4085.317461
37.725002,449,4088.375696
25.1,483,4090.346523
42.219986,437,4091.498322
23.710005,463,4093.1493
39.54001,468,4094.891878
38.709995,468,4096.001816
24.124994,476,4097.097644
23.165003,458,4098.292596
38.11001,458,4098.292652
24.429996,472,4099.91969
42.72,449,4102.347827
23.759989,479,4104.648969
24.109991,475,4105.731559
24.005001,477,4107.42241
39.17001,459,4109.013638
23.85001,473,4110.046693
23.240002,476,4111.246495
23.59,472,4112.409579
24.124994,477,4113.464875
40.190002,448,4114.874697
22.695004,467,4128.510173
37.01,464,4130.808278
40.26502,458,4131.858325
36.489998,455,4133.524927
35.64501,457,4135.202679
37.604992,452,4136.377849
24.225,483,4137.440292
43.749992,459,4138.608772
38.260002,468,4139.74771
37.40498,461,4141.009431
40.274994,452,4143.694805
24.010004,473,4146.260576
23.265013,485,4147.337538
24.63999,479,4149.006761
38.220013,460,4150.43272
39.72999,453,4151.570627
44.995014,443,4152.647417
44.739994,443,4153.763418
25.349983,485,4154.83136
42.714973,451,4156.106106
23.63,478,4159.022756
37.73499,462,4173.009586
23.490004,474,4174.068956
25.340002,482,4175.991144
40.78,435,4177.081526
23.335007,465,4178.210309
40.46,445,4179.24167
38.159996,461,4180.673792
23.770012,470,4181.71172
42.7,442,4182.808485
44.89497,449,4185.953436
23.155003,467,4188.705976
22.970007,474,4189.738663
41.66502,443,4191.568258
38.735004,458,4192.585746
40.675003,472,4193.643457
24.235003,464,4194.818469
41.569992,442,4195.978357
44.824993,448,4197.078769
40.845013,447,4198.141423
25.345,477,4201.494487
40.03999,461,4215.947942
22.030005,466,4216.971809
37.07499,443,4218.593671
45.79,446,4219.620899
43.499985,445,4220.852643
24.31501,469,4221.917397
38.444992,439,4223.061775
22.234999,460,4224.132512
39.854996,459,4225.2088
45.030003,447,4228.61662
38.145004,468,4231.522023
25.019989,483,4232.711555
41.65498,451,4233.966842
42.29499,447,4235.191432
40.264996,444,4236.245497
25.140003,481,4237.337769
37.575,441,4238.451757
38.120003,460,4239.722553
25.224998,485,4240.827511
44.379993,443,4243.802634
23.175007,473,4247.046564
39.6,471,4248.192571
37.49501,459,4249.2506
43.33999,441,4250.299628
38.870007,465,4251.514833
22.090008,451,4252.597261
24.89501,482,4264.201731
39.760006,461,4265.366137
23.935003,470,4266.560453
47.07999,447,4269.289536
40.815014,464,4272.907878
40.25998,466,4274.099994
38.88,465,4275.159526
39.149967,461,4276.187709
43.559998,443,4277.556576
39.660007,462,4277.556637
23.445004,476,4278.612926
38.090004,459,4279.961112
36.130005,451,4281.068395
37.039974,452,4283.704919
45.649982,444,4286.865438
38.799984,460,4288.282511
25.569996,474,4289.369204
39.484997,438,4290.442997
25.165005,482,4291.506592
37.555004,454,4292.548489
36.94001,460,4293.614666
40.425,461,4295.002692
24.479996,478,4296.264778
39.365005,460,4309.544207
38.334988,460,4313.054893
39.754997,439,4314.336978
22.7,461,4315.445842
41.220024,442,4316.586433
39.205,456,4317.654687
38.344997,455,4318.688749
23.330002,474,4319.759819
23.584993,471,4321.228786
22.940006,464,4322.435918
24.390005,476,4325.065808
21.765001,460,4328.13543
23.570002,468,4329.642385
43.969975,444,4330.681426
42.675007,445,4331.760332
22.580008,471,4332.820464
22.884996,468,4333.980256
41.044983,468,4335.062326
37.324986,457,4336.534851
45.70497,449,4337.651744
38.454987,461,4340.358549
23.185007,460,4353.283011
38.92498,457,4354.630874
37.904995,449,4355.717464
24.715004,467,4356.762661
25.239996,473,4357.880019
23.130003,473,4359.138496
23.924992,472,4360.222588
37.414997,458,4361.461905
37.08503,459,4362.604782
24.94,470,4365.600889
39.510006,459,4368.589007
37.394997,451,4369.8297
40.82501,444,4371.015726
24.29999,473,4372.16269
24.360003,470,4373.188627
40.500008,464,4374.487806
39.875004,460,4375.528576
23.960003,462,4376.774816
37.394997,448,4376.774868
23.280003,463,4379.730476
23.569986,470,4394.378715
39.310017,447,4395.549562
24.634995,477,4396.655095
22.954998,464,4397.847334
39.62498,466,4397.847388
40.00501,463,4399.147717
23.494995,463,4400.181503
39.62002,458,4401.383743
23.729996,478,4402.584485
39.73501,445,4405.2455
38.814983,457,4408.441827
38.804993,462,4409.643665
40.105007,468,4410.8068
40.95999,450,4411.823855
36.389988,456,4412.891253
38.93,439,4414.047417
39.114998,464,4415.270704
37.754993,455,4416.42948
25.989998,483,4417.955567
25.405006,481,4420.675318
40.66499,439,4423.504461
42.91,444,4436.562554
23.310015,469,4436.562636
43.19998,433,4437.621422
37.865,457,4438.655596
40.644993,464,4439.725914
39.31501,445,4441.007782
38.82001,462,4442.333598
37.690006,456,4443.861701
23.28,467,4446.920589
24.529976,468,4449.584797
39.48,435,4450.801445
44.674984,451,4452.050711
36.240013,458,4452.050755
22.739996,467,4453.318673
24.604998,478,4454.351742
42.950016,447,4455.384074
22.925005,467,4456.985898
38.210026,469,4458.504084
45.309986,451,4461.279861
39.58498,470,4464.310462
47.445007,452,4465.344243
39.885014,460,4466.735408
39.269978,461,4467.757479
43.72498,441,4468.807538
43.934986,454,4469.985679
40.370003,464,4471.032497
40.634987,463,4472.647927
44.935017,449,4484.330606
23.325003,484,4487.429645
37.305016,457,4490.19359
38.775013,464,4491.284259
41.429966,434,4492.322453
38.204998,458,4493.553439
24.010008,470,4494.741064
39.425007,454,4495.780756
40.74,469,4496.905559
37.045002,455,4498.51062
44.64001,446,4499.772437
24.434984,476,4503.169475
37.704998,438,4505.753974
43.949986,452,4506.807364
40.859997,447,4507.874665
23.764994,477,4509.424563
41.24002,454,4510.521238
38.524998,470,4511.542417
23.294996,467,4512.561547
41.769993,441,4513.8255
25.394995,477,4515.480083
23.760004,466,4529.70347
41.545,437,4531.754857
23.424994,461,4533.062688
23.35999,475,4534.094233
41.37,442,4535.400646
43.595005,437,4536.46342
39.62,465,4537.856775
40.51499,466,4538.883677
42.514988,447,4540.001885
24.200006,473,4542.081583
44.144997,452,4545.173343
23.029993,473,4547.432752
48.065,458,4548.596607
41.125008,467,4549.667224
41.909985,445,4550.821491
42.579987,470,4552.073678
44.64997,452,4553.252676
23.69999,477,4554.483959
40.275,469,4555.558592
23.81999,474,4557.536833
45.84001,447,4560.269604
41.30002,437,4573.608852
38.185005,460,4575.086764
46.249977,446,4576.190171
22.849993,466,4577.22984
39.47499,463,4578.617949
22.035011,457,4579.74602
22.779985,472,4581.150604
24.370005,482,4582.36584
40.054985,442,4583.897623
42.100002,440,4586.651889
42.204998,445,4588.831488
22.465002,455,4590.432424
39.990013,459,4591.556683
25.034998,480,4592.773288
38.69,458,4594.026466
23.445004,470,4594.02651
47.985012,452,4595.410583
41.124996,471,4596.805676
40.10501,470,4598.319487
38.385014,460,4600.792486
22.145006,468,4603.090919
40.249996,468,4616.136695
39.905014,441,4617.240486
23.779997,472,4618.320225
39.659985,442,4619.493804
22.920006,465,4620.729356
40.010006,465,4622.112873
39.14,461,4623.456621
41.97002,445,4624.773674
25.38,479,4627.775242
43.465,443,4629.675568
24.190014,468,4631.571097
44.775,453,4632.595639
22.415005,464,4633.6369
39.164997,459,4634.830096
39.345005,464,4636.119096
23.585,462,4637.477856
43.829994,443,4638.61846
41.250004,437,4639.852734
40.859993,441,4642.877588
40.930004,447,4644.944461
43.185,442,4646.795078
40.36,459,4647.940908
45.339993,455,4648.968355
44.265003,446,4650.073665
45.30999,455,4651.515646
23.235,468,4661.882434
40.74498,466,4663.007883
24.574993,480,4664.491921
38.87499,464,4667.487519
38.13001,435,4669.145605
43.315006,443,4671.413823
42.995,448,4672.459608
41.14503,471,4673.56636
44.47,453,4674.656422
40.13,468,4676.268632
24.929993,476,4677.817526
25.225002,475,4678.90953
45.880005,447,4680.029777
40.530014,447,4682.80479
24.940014,476,4684.682905
43.84,445,4686.575131
44.604992,439,4687.630684
23.96501,470,4688.730572
24.710012,478,4689.846298
23.444994,472,4691.538321
40.76999,440,4692.831609
24.844997,479,4694.147737
23.479992,476,4695.366508
40.830013,459,4706.913902
24.699993,472,4709.081359
45.50501,445,4710.663994
44.345016,443,4711.908951
39.534992,459,4712.970293
41.224995,470,4713.98758
41.600006,443,4715.581434
38.769997,458,4717.075768
37.565,448,4718.259548
38.185013,457,4719.475461
45.749992,445,4721.961826
22.180016,468,4724.30669
38.435,458,4725.725614
38.295006,460,4727.037912
23.83,471,4728.105402
39.79,466,4729.124655
23.639996,468,4730.786107
45.565014,445,4731.992966
40.809998,464,4733.376602
25.45999,472,4734.774446
24.509989,475,4737.245664
39.260006,459,4749.031867
42.960014,451,4750.459108
46.00001,453,4751.871755
40.22501,464,4752.98571
24.050005,473,4754.013528
39.609993,465,4755.749757
23.405016,469,4757.031547
43.21999,439,4758.515942
24.83499,478,4759.555693
23.359987,463,4762.102535
44.80001,445,4763.970738
38.459988,465,4765.595413
45.179996,448,4766.833028
42.595005,450,4767.974554
24.425001,476,4769.245979
41.945007,471,4770.844788
46.974995,452,4771.901323
25.314999,471,4773.679761
24.535,481,4774.813335
38.534992,457,4777.251757
38.424995,444,4779.112426
38.095,457,4792.179631
39.170002,460,4793.494313
41.390007,449,4794.528738
40.464996,448,4795.836498
42.215004,443,4797.454935
23.185,475,4798.729263
24.354998,473,4800.494612
38.960007,464,4801.544484
38.175003,457,4804.126777
39.11499,458,4805.952876
43.259964,456,4807.637602
39.829987,461,4808.949009
24.18499,474,4810.06154
24.649998,483,4811.413481
41.199986,449,4812.642915
25.135,479,4814.220484
43.680008,441,4815.527781
44.694992,441,4816.572508
24.680002,472,4819.233717
39.879982,470,4820.900913
38.35999,462,4822.574254
25.444996,478,4824.049539
40.185,437,4825.135164
24.544996,477,4826.156631
